type,entity_name,location_id,project_id,address_primary,city,state,zip_code,latitude,longitude,technology,upload_speed_anticipated,download_speed_anticipated,,
L,THE FRENCH LIBRARY LLC,1353959334,CM61-BEAD-LA-331-2003,3811 MAGAZINE ST,NEW ORLEANS,LA,70115,29.921607971191406,-90.09451294,50,1000,1000,,1
H,SEASIDE BEHAVIORAL CENTER,1353973720,CM61-BEAD-LA-331-2003,"3601 COLISEUM ST, 6TH FLOOR",NEW ORLEANS,LA,70115,29.92488670349121,-90.09320068,50,1000,1000,,1
H,Ochsner Therapy & Wellness - Tchoupitoulas,1353977164,CM61-BEAD-LA-331-2003,"5300 Tchoupitoulas St., Suite C1",New Orleans,LA,70115,29.9160586,-90.1168734,50,1000,1000,,1
S,RENEW ACCELERATED HIGH SCHOOL,1353977211,CM61-BEAD-LA-331-2003,3649 LAUREL ST,NEW ORLEANS,LA,70115,29.920011520385742,-90.09236145,50,1000,1000,,1
H,COMMUNITY CARE HOSPITAL,1353980250,CM61-BEAD-LA-331-2003,1421 GENERAL TAYLOR ST,NEW ORLEANS,LA,70115,29.926036834716797,-90.09597778,50,1000,1000,,1
S,ECOLE BILINGUE DE LA NOUVELLE ORLEANS,1353990657,CM61-BEAD-LA-331-2003,821 GENERAL PERSHING ST,NEW ORLEANS,LA,70115,29.92037010192871,-90.09989929,50,1000,1000,,1
F,CADDO PARISH SHERIFFS OFFICE - SOUTH SUBSTATION,1355473137,CM61-BEAD-LA-331-2003,3268 STAGE COACH RD,KEITHVILLE,LA,71047,32.36676788330078,-93.82332611,50,1000,1000,,1
S,KEITHVILLE ELEMENTARY/MIDDLE SCHOOL,1355555210,CM61-BEAD-LA-331-2003,12201 MANSFIELD RD,KEITHVILLE,LA,71047,32.342899322509766,-93.82540894,50,1000,1000,,1
F,DUBBERLY POLICE DEPARTMENT,1144383963,CM61-BEAD-LA-331-2003,1748 BRUSHWOOD DR,DUBBERLY,LA,71024,32.541343688964844,-93.23625183,50,1000,1000,,1
S,L.W. HIGGINS HIGH SCHOOL,1357669495,CM61-BEAD-LA-331-2003,7201 LAPALCO BOULEVARD,MARRERO,LA,70072,29.882646560668945,-90.12945557,50,1000,1000,,1
H,OCEANS BEHAVIORAL HOSPITAL OF GREATER NEW ORLEANS - GRETNA,1357670258,CM61-BEAD-LA-331-2003,229 BELLEMEADE BLVD,GRETNA,LA,70056,29.891141891479492,-90.03744507,50,1000,1000,,1
F,HEFLIN POLICE DEPARTMENT,1144386996,CM61-BEAD-LA-331-2003,"122 N CHURCH ST, HEFLIN VILLAGE OFFICE",HEFLIN,LA,71039,32.45746994018555,-93.26691437,50,1000,1000,,1
S,ATONEMENT LUTHERAN SCHOOL,1357674846,CM61-BEAD-LA-331-2003,6500 RIVERSIDE DR,METAIRIE,LA,70003,30.008920669555664,-90.21790314,50,1000,1000,,1
F,TULANE EMERGENCY MEDICAL SERVICES,2000002277,CM61-BEAD-LA-331-2003,6823 SAINT CHARLES AVE,NEW ORLEANS,LA,70118,29.93543,-90.12279,50,1000,1000,,1
L,US ARMY CORPS OF ENGINEERS,2000002512,CM61-BEAD-LA-331-2003,7400 LEAKE AVE,NEW ORLEANS,LA,70118,29.93226,-90.13428,50,1000,1000,,1
S,HOLY NAME OF JESUS,2000003802,CM61-BEAD-LA-331-2003,6325 CROMWELL PL,NEW ORLEANS,LA,70118,29.93588,-90.11967,50,1000,1000,,1
S,UNIVERSITY OF NEW ORLEANS - JEFFERSON CAMPUS,1357677529,CM61-BEAD-LA-331-2003,3330 N CAUSEWAY,METAIRIE,LA,70002,30.01043128967285,-90.15541077,50,1000,1000,,1
S,Catholic Charities-Archdioceses of N.O. Our Lady of Divine Providence,1357679288,CM61-BEAD-LA-331-2003,972 N STARRETT RD,METAIRIE,LA,70003,29.9878867,-90.2253392,50,1000,1000,,1
S,JOHN Q. ADAMS MIDDLE SCHOOL,1357682208,CM61-BEAD-LA-331-2003,5525 HENICAN PLACE,METAIRIE,LA,70003,30.026580810546875,-90.20981598,50,1000,1000,,1
H,CRIMSON URGENT CARE,1357683658,CM61-BEAD-LA-331-2003,3001 RIDGELAKE DR,METAIRIE,LA,70002,30.005247116088867,-90.15326691,50,1000,1000,,1
F,CADDO PARISH FIRE DISTRICT 6,2000003287,CM61-BEAD-LA-331-2003,11450 OLD MANSFIELD RD,KEITHVILLE,LA,71047,32.32966,-93.83522,50,1000,1000,,1
H,WEST JEFFERSON MEDICAL CENTER,1357689133,CM61-BEAD-LA-331-2003,1101 MEDICAL CENTER BOULEVARD,MARRERO,LA,70072,29.89162254333496,-90.0945816,50,1000,1000,,1
H,CRESCENT CITY SURGICAL CENTRE,1357692807,CM61-BEAD-LA-331-2003,3017 GALLERIA DR,METAIRIE,LA,70001,29.99353027,-90.15310669,50,1000,1000,,1
S,MCDONOGH 26/HOMEDALE ELEMENTARY SCHOOL,1357692960,CM61-BEAD-LA-331-2003,1200 JEFFERSON ST,GRETNA,LA,70053,29.92660140991211,-90.05252075,50,1000,1000,,1
S,ELMWOOD PARK ACADEMY,1357717378,CM61-BEAD-LA-331-2003,1517 CAROL SUE AVE,GRETNA,LA,70056,29.900917053222656,-90.04246521,50,1000,1000,,1
S,RAY ST. PIERRE ACADEMY FOR ADVANCED STUDIES,1357717641,CM61-BEAD-LA-331-2003,2820 MOUNT KENNEDY DR,MARRERO,LA,70072,29.854602813720703,-90.11125183,50,1000,1000,,1
S,ESTELLE ELEMENTARY SCHOOL,1357717681,CM61-BEAD-LA-331-2003,2800 BARATARIA BOULEVARD,MARRERO,LA,70072,29.852420806884766,-90.11199188,50,1000,1000,,1
F,HARVEY VOLUNTEER FIRE COMPANY 2,1357699610,CM61-BEAD-LA-331-2003,2225 LAPALCO BOULEVARD,HARVEY,LA,70058,29.87270736694336,-90.05506897,50,1000,1000,,1
F,EASTBANK CONSOLIDATED FIRE DEPARTMENT STATION 13,1357719014,CM61-BEAD-LA-331-2003,4642 CALUMET ST,METAIRIE,LA,70001,29.97673225402832,-90.18138885,50,1000,1000,,1
S,THEODORE ROOSEVELT MIDDLE SCHOOL,1357700701,CM61-BEAD-LA-331-2003,3315 MAINE AVE,KENNER,LA,70065,30.016429901123047,-90.22992706,50,1000,1000,,1
H,WESTBANK URGENT CARE,1357720686,CM61-BEAD-LA-331-2003,148 WALL BOULEVARD,GRETNA,LA,70056,29.886940002441406,-90.03153229,50,1000,1000,,1
F,A - MED AMBULANCE SERVICE INCORPORATED,1357720751,CM61-BEAD-LA-331-2003,1800 MONROE ST,GRETNA,LA,70053,29.920766830444336,-90.05031586,50,1000,1000,,1
F,EASTBANK CONSOLIDATED FIRE DEPARTMENT STATION 11,1357721078,CM61-BEAD-LA-331-2003,3525 JEFFERSON HIGHWAY,JEFFERSON,LA,70121,29.963499069213867,-90.16175079,50,1000,1000,,1
S,A.C. ALEXANDER ELEMENTARY SCHOOL,1357721724,CM61-BEAD-LA-331-2003,600 W ESPLANADE AVE,KENNER,LA,70065,30.022977828979492,-90.26148987,50,1000,1000,,1
H,EAST JEFFERSON AFTER HOURS - KENNER,1357721728,CM61-BEAD-LA-331-2003,708 W ESPLANADE AVE,KENNER,LA,70065,30.022151947021484,-90.25827789,50,1000,1000,,1
S,STEPPING STONES MONTESSORI,1357722199,CM61-BEAD-LA-331-2003,552 TERRY PKWY,TERRYTOWN,LA,70056,29.905338287353516,-90.0304718,50,1000,1000,,1
H,WEST BANK HEALTH UNIT,1357724589,CM61-BEAD-LA-331-2003,1855 AMES BOULEVARD,MARRERO,LA,70072,29.882341384887695,-90.11218262,50,1000,1000,,1
S,BISSONET PLAZA ELEMENTARY SCHOOL,1357703477,CM61-BEAD-LA-331-2003,6818 KAWANEE AVE,METAIRIE,LA,70003,30.011566162109375,-90.21923828,50,1000,1000,,1
S,L.H. MARRERO MIDDLE SCHOOL,1357728490,CM61-BEAD-LA-331-2003,4100 SEVENTH ST,MARRERO,LA,70072,29.899463653564453,-90.091362,50,1000,1000,,1
S,G.T. WOODS ELEMENTARY SCHOOL,1357707465,CM61-BEAD-LA-331-2003,1037 31ST ST,KENNER,LA,70065,30.01049041748047,-90.25410461,50,1000,1000,,1
H,OMEGA HOSPITAL LLC,1357710128,CM61-BEAD-LA-331-2003,2525 SEVERN AVE,METAIRIE,LA,70002,29.999162673950195,-90.15920258,50,1000,1000,,1
H,Ochsner Depot,1357731400,CM61-BEAD-LA-331-2003,627 DISTRIBUTORS ROW,NEW ORLEANS,LA,70123,29.95294721,-90.18740141,50,1000,1000,,1
F,DAVID CROCKETT STEAM FIRE COMPANY 1 STATION 48,1357711709,CM61-BEAD-LA-331-2003,2000 HANCOCK ST,GRETNA,LA,70053,29.91868782043457,-90.04740906,50,1000,1000,,1
S,VANGUARD COLLEGE OF COSMETOLOGY-METAIRIE,1357734798,CM61-BEAD-LA-331-2003,3321 HESSMER AVE,METAIRIE,LA,70002,30.004798889160156,-90.16325378,50,1000,1000,,1
F,MARRERO ESTELLE VOLUNTEER FIRE DEPARTMENT COMPANY 1,1357735016,CM61-BEAD-LA-331-2003,2248 BARATARIA BOULEVARD,MARRERO,LA,70072,29.863170623779297,-90.09793091,50,1000,1000,,1
H,VALENTINE MEDICAL CENTER URGENT CARE,1357735226,CM61-BEAD-LA-331-2003,1620 BELLE CHASSE HIGHWAY,TERRYTOWN,LA,70056,29.896522521972656,-90.04253387,50,1000,1000,,1
S,THOMAS JEFFERSON HIGH SCHOOL FOR ADVANCED STUDIES,1357712442,CM61-BEAD-LA-331-2003,17 GRETNA BLVD.,GRETNA,LA,70053,29.91063690185547,-90.04631805,50,1000,1000,,1
H,Ochsner Emergency Room,1357735992,CM61-BEAD-LA-331-2003,4892 LAPALCO BLVD,MARRERO,LA,70072,29.87450047,-90.0943391,50,1000,1000,,1
L,PARISH OF JEFFERSON,1357737173,CM61-BEAD-LA-331-2003,680 HERITAGE AVE,GRETNA,LA,70056,29.903745651245117,-90.03541565,50,1000,1000,,1
S,ISLAMIC SCHOOL OF GREATER NEW ORLEANS,1357737239,CM61-BEAD-LA-331-2003,2420 ILLINOIS AVE,KENNER,LA,70062,30.00034523010254,-90.23749542,50,1000,1000,,1
F,HARVEY VOLUNTEER FIRE COMPANY 2,1357737556,CM61-BEAD-LA-331-2003,1801 GRETNA BOULEVARD,HARVEY,LA,70058,29.889741897583008,-90.06396484,50,1000,1000,,1
S,HARRY S. TRUMAN MIDDLE SCHOOL,1357737597,CM61-BEAD-LA-331-2003,5417 EHRET RD,MARRERO,LA,70072,29.860050201416016,-90.10588074,50,1000,1000,,1
L,PARISH OF JEFFERSON,1357738196,CM61-BEAD-LA-331-2003,6646 RIVERSIDE DR,METAIRIE,LA,70003,30.00929832458496,-90.22048187,50,1000,1000,,1
S,UNITECH TRAINING ACADEMY-WEST MONROE - METAIRIE CAMPUS,1357738199,CM61-BEAD-LA-331-2003,6660 RIVERSIDE DR #101,METAIRIE,LA,70003,30.008838653564453,-90.21961212,50,1000,1000,,1
S,MY LE'S BEAUTY COLLEGE,1357740010,CM61-BEAD-LA-331-2003,601 TERRY PARKWAY STE. A,GRETNA,LA,70056,29.90294647216797,-90.02911377,50,1000,1000,,1
H,Ochsner Health Center - Metairie,1357660252,CM61-BEAD-LA-331-2003,2005 Veterans Blvd.,Metairie,LA,70002,30.0032073,-90.1459563,50,1000,1000,,1
F,TERRYTOWN 5TH DISTRICT FIRE DEPARTMENT STATION 51,1357660958,CM61-BEAD-LA-331-2003,341 HERITAGE AVE,TERRYTOWN,LA,70056,29.911577224731445,-90.0328598,50,1000,1000,,1
H,CONCENTRA MEDICAL CENTER - KENNER,1357661524,CM61-BEAD-LA-331-2003,1600 WILLIAMS BOULEVARD,KENNER,LA,70062,29.98778725,-90.24216461,50,1000,1000,,1
S,JEFFERSON RISE CHARTER SCHOOL,1357746884,CM61-BEAD-LA-331-2003,501 LAPALCO BLVD,GRETNA,LA,70056,29.878406524658203,-90.03132629,50,1000,1000,,1
H,Ochsner Health Center - Lapalco,1357665652,CM61-BEAD-LA-331-2003,4225 LAPALCO BLVD,HARVEY,LA,70058,29.87342236,-90.08995166,50,1000,1000,,1
F,TERRYTOWN 5TH DISTRICT FIRE DEPARTMENT STATION 52,1357748861,CM61-BEAD-LA-331-2003,2201 CAROL SUE AVE,TERRYTOWN,LA,70056,29.89944076538086,-90.02223969,50,1000,1000,,1
S,JCFA,1357669041,CM61-BEAD-LA-331-2003,475 MANHATTAN BOULEVARD,HARVEY,LA,70058,29.90974235534668,-90.06951141,50,1000,1000,,1
S,LAUREATE ACADEMY CHARTER SCHOOL,1357751793,CM61-BEAD-LA-331-2003,2115 OAKMERE DR,HARVEY,LA,70058,29.866962432861328,-90.08612061,50,1000,1000,,1
S,KNIGHTS ACADEMY & HIGH SCHOOL LLC,1357754058,CM61-BEAD-LA-331-2003,2059 BONN ST,HARVEY,LA,70058,29.870758056640625,-90.08508301,50,1000,1000,,1
S,YOUNG AUDIENCES CHARTER SCHOOL,1357756485,CM61-BEAD-LA-331-2003,1407 VIRGIL ST,GRETNA,LA,70053,29.927322387695312,-90.0426712,50,1000,1000,,1
L,PARISH OF JEFFERSON,1357756842,CM61-BEAD-LA-331-2003,2350 METAIRIE RD,METAIRIE,LA,70001,29.98276710510254,-90.14923859,50,1000,1000,,1
S,PHOEBE HEARST SCHOOL,1357757153,CM61-BEAD-LA-331-2003,5208 WABASH ST,METAIRIE,LA,70001,29.99829102,-90.19560242,50,1000,1000,,1
S,HELEN COX HIGH SCHOOL,1357759198,CM61-BEAD-LA-331-2003,2200 LAPALCO BOULEVARD,HARVEY,LA,70058,29.874141693115234,-90.05532074,50,1000,1000,,1
F,GOULD FIRE COMPANY NUMBER 2,1357760338,CM61-BEAD-LA-331-2003,501 ANSON ST,GRETNA,LA,70053,29.928468704223633,-90.05335236,50,1000,1000,,1
F,MARRERO - ESTELLE VOLUNTEER FIRE DEPARTMENT STATION 84,1357760636,CM61-BEAD-LA-331-2003,3180 DESTREHAN AVE,HARVEY,LA,70058,29.854907989501953,-90.0708313,50,1000,1000,,1
L,JEFFERSON PARISH LIBRARY WESTBANK LIBRARIES,1357761238,CM61-BEAD-LA-331-2003,635 FOURTH ST,WESTWEGO,LA,70094,29.907546997070312,-90.14099121,50,1000,1000,,1
H,Ochsner Hospital for Orthopedics and Sports Medicine,1357761256,CM61-BEAD-LA-331-2003,"1221 South Clearview Parkway, Suites 100, 200, 300",Jefferson,LA,70121,29.9637224,-90.1843731,50,1000,1000,,1
S,GRACE KING HIGH SCHOOL,1357762262,CM61-BEAD-LA-331-2003,4301 GRACE KING PLACE,METAIRIE,LA,70002,30.013050079345703,-90.16662598,50,1000,1000,,1
F,HARVEY VOLUNTEER FIRE COMPANY,1357763906,CM61-BEAD-LA-331-2003,3824 MANHATTAN BOULEVARD,HARVEY,LA,70058,29.85254669189453,-90.04499817,50,1000,1000,,1
F,NORCO VOLUNTEER FIRE DEPARTMENT,2000003016,CM61-BEAD-LA-331-2003,20 BARRECA ST,NORCO,LA,70079,29.99774,-90.41383,50,1000,1000,,1
S,ST. BERNARD MIDDLE SCHOOL,2000003020,CM61-BEAD-LA-331-2003,2601 TORRES DR,SAINT BERNARD,LA,70085,29.87313,-89.87431,50,1000,1000,,1
F,CADDO PARISH FIRE DISTRICT 4 - SUBSTATION 3,2000003130,CM61-BEAD-LA-331-2003,15137 FOUR FORKS RD,KEATCHIE,LA,71046,32.22123,-93.98592,50,1000,1000,,1
F,DESOTO PARISH EMERGENCY MEDICAL SERVICES STATION 3,2000002274,CM61-BEAD-LA-331-2003,5200 STATE HIGHWAY 3276,STONEWALL,LA,71078,32.28247,-93.82141,50,1000,1000,,1
F,CADDO PARISH FIRE DISTRICT 3,2000003043,CM61-BEAD-LA-331-2003,9081 UNITED STATES HIGHWAY 80,GREENWOOD,LA,71033,32.44271,-93.95913,50,1000,1000,,1
S,NORTH DESOTO LOWER ELEMENTARY SCHOOL,2000003082,CM61-BEAD-LA-331-2003,2623 HIGHWAY 171,STONEWALL,LA,71078,32.25314,-93.82327,50,1000,1000,,1
L,CITY OF MANSFIELD,2000003498,CM61-BEAD-LA-331-2003,808 HIGHWAY 171,STONEWALL,LA,71078,32.28717,-93.82527,50,1000,1000,,1
F,GREENWOOD POLICE DEPARTMENT,2000002567,CM61-BEAD-LA-331-2003,9299 GREENWOOD RD,GREENWOOD,LA,71033,32.4432,-93.97182,50,1000,1000,,1
F,CADDO PARISH FIRE DISTRICT 6 - SUBSTATION 3,2000002594,CM61-BEAD-LA-331-2003,VARDAMAN RD,KEITHVILLE,LA,71047,32.27161,-93.88103,50,1000,1000,,1
F,CADDO PARISH FIRE DISTRICT 4 - SUBSTATION 2,2000002651,CM61-BEAD-LA-331-2003,6126 COLQUITT RD,KEITHVILLE,LA,71047,32.35464,-93.87159,50,1000,1000,,1
F,CADDO PARISH FIRE DISTRICT 4 - SUBSTATION 4,2000002660,CM61-BEAD-LA-331-2003,11714 PROVIDENCE RD,SHREVEPORT,LA,71129,32.31915,-93.98384,50,1000,1000,,1
F,MODESTE FIRE DEPARTMENT,2000003473,CM61-BEAD-LA-331-2003,JULIEN LANE,DONALDSONVILLE,LA,70346,30.17071,-91.01678,50,1000,1000,,1
F,ASCENSION PARISH FIRE DISTRICT 1 - FIFTH WARD VOLUNTEER FIRE DEPARTMENT STATION 40,2000003531,CM61-BEAD-LA-331-2003,39110 STATE HIGHWAY 22,DARROW,LA,70725,30.13877,-90.95204,50,1000,1000,,1
F,CADDO PARISH FIRE DISTRICT 3,2000003795,CM61-BEAD-LA-331-2003,9081 US HIGHWAY 80,GREENWOOD,LA,71033,32.44181,-93.96453,50,1000,1000,,1
F,PAINCOURTVILLE VOLUNTEER FIRE DEPARTMENT STATION 2,2000003813,CM61-BEAD-LA-331-2003,7023 STATE HIGHWAY 1,BELLE ROSE,LA,70341,30.04717,-91.04565,50,1000,1000,,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - DONALDSONVILLE STATION,2000003824,CM61-BEAD-LA-331-2003,2171 STATE HIGHWAY 308,DONALDSONVILLE,LA,70346,30.09554,-91.02278,50,1000,1000,,1
L,SAINT TAMMANY PARISH LIBRARY,1302978398,CM61-BEAD-LA-331-2003,71683 LEVESON ST,ABITA SPRINGS,LA,70420,30.47812843322754,-90.03948975,50,1000,1000,,1
S,BAYOU LACOMBE MIDDLE SCHOOL,1302981565,CM61-BEAD-LA-331-2003,27527 ST JOSEPH,LACOMBE,LA,70445,30.315277099609375,-89.94329071,50,1000,1000,,1
S,BELLE ROSE MIDDLE SCHOOL,2000003899,CM61-BEAD-LA-331-2003,7177 HIGHWAY 1,BELLE ROSE,LA,70341,30.04625,-91.04581,50,1000,1000,,1
S,BELLE ROSE PRIMARY SCHOOL,2000003933,CM61-BEAD-LA-331-2003,7100 HIGHWAY 308,BELLE ROSE,LA,70341,30.04941,-91.04031,50,1000,1000,,1
L,LOUISIANA BRANCH OF AMERICAN ASSN OF PHYSICIANS FROM INDIA,1302984907,CM61-BEAD-LA-331-2003,72158 MILL RD,ABITA SPRINGS,LA,70420,30.478748321533203,-90.05515289,50,1000,1000,,1
F,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT3 STATION 33,1303080455,CM61-BEAD-LA-331-2003,64110 STATE HIGHWAY 434,LACOMBE,LA,70445,30.359268188476562,-89.91506958,50,1000,1000,,1
S,BOUTTE CHRISTIAN ACADEMY,2000002242,CM61-BEAD-LA-331-2003,13271 HIGHWAY 90,BOUTTE,LA,70039,29.90318,-90.38128,50,1000,1000,,1
F,NORCO AREA VOLUNTEER FIRE DEPARTMENT,2000002517,CM61-BEAD-LA-331-2003,17820 RIVER RD,MONTZ,LA,70068,30.0137,-90.46757,50,1000,1000,,1
F,LULING VOLUNTEER FIRE DEPARTMENT STATION 2,2000002541,CM61-BEAD-LA-331-2003,1603 PAUL MAILLARD RD,LULING,LA,70070,29.91375,-90.37928,50,1000,1000,,1
H,PLAQUEMINES PARISH HEALTH UNIT,2000002574,CM61-BEAD-LA-331-2003,3706 MAIN ST,BELLE CHASSE,LA,70037,29.88536,-89.97106,50,1000,1000,,1
L,WEST REGIONAL LIBRARY,2000002600,CM61-BEAD-LA-331-2003,105 LAKEWOOD DR,LULING,LA,70070,29.90829,-90.34669,50,1000,1000,,1
S,J.F. GAUTHIER SCHOOL,2000002619,CM61-BEAD-LA-331-2003,1200 E LA HIGHWAY 46,SAINT BERNARD,LA,70085,29.87255,-89.86104,50,1000,1000,,1
S,WOODLAWN MIDDLE SCHOOL,2000002870,CM61-BEAD-LA-331-2003,175 WOODLAWN SCHOOL RD,WEST MONROE,LA,71292,32.41379,-92.21476,50,1000,1000,,1
F,SAINT BERNARD PARISH FIRE DISTRICT ENGINE 10,2000002899,CM61-BEAD-LA-331-2003,3901 BAYOU RD,SAINT BERNARD,LA,70085,29.86024,-89.77649,50,1000,1000,,1
S,BELLE CHASSE ELEMENTARY SCHOOL,2000002920,CM61-BEAD-LA-331-2003,539 F. EDWARD HEBERT BLVD.,BELLE CHASSE,LA,70037,29.89189,-89.9764,50,1000,1000,,1
F,PLAQUEMINES PARISH FIRE DISTRICT 7 WOODLAWN FIRE DEPARTMENT,2000002975,CM61-BEAD-LA-331-2003,7139 STATE HIGHWAY 39,BRAITHWAITE,LA,70040,29.69161,-89.96606,50,1000,1000,,1
F,SAINT BERNARD PARISH FIRE DEPARTMENT STATION 8,2000003246,CM61-BEAD-LA-331-2003,613 BAYOU RD,BELLE CHASSE,LA,70037,29.82796,-90.0631,50,1000,1000,,1
F,PLAQUEMINES PARISH FIRE DISTRICT 6 LAKE HERMITAGE VOLUNTEER FIRE DEPARTMENT,2000003305,CM61-BEAD-LA-331-2003,2766 LAKE HERMITAGE RD,PORT SULPHUR,LA,70083,29.55907,-89.88483,50,1000,1000,,1
F,PLAQUEMINES PARISH AMBULANCE DEPARTMENT UNIT 1891,2000003547,CM61-BEAD-LA-331-2003,18039 STATE HIGHWAY 15,POINTE A LA HACHE,LA,70082,29.57787,-89.79585,50,1000,1000,,1
F,PLAQUEMINES PARISH FIRE DISTRICT 1 POINTE A LA HACHE VOLUNTEER FIRE DEPARTMENT,2000003573,CM61-BEAD-LA-331-2003,239 ADEMA LANE,POINTE A LA HACHE,LA,70082,29.57916,-89.79627,50,1000,1000,,1
S,LAKEWOOD ELEMENTARY SCHOOL,2000003618,CM61-BEAD-LA-331-2003,501 E HEATHER DR,LULING,LA,70070,29.9005,-90.34871,50,1000,1000,,1
S,BELLE CHASSE PRIMARY SCHOOL,2000003665,CM61-BEAD-LA-331-2003,601 F. EDWARD HEBERT BLVD.,BELLE CHASSE,LA,70037,29.89801,-89.98307,50,1000,1000,,1
S,JOHN JAY BEAUTY COLLEGE,2000003918,CM61-BEAD-LA-331-2003,2844 TENNESSEE AVE,KENNER,LA,70062,30.00747,-90.23035,50,1000,1000,,1
F,BRIDGE CITY VOLUNTEER FIRE COMPANY 1,2000003928,CM61-BEAD-LA-331-2003,2220 BRIDGE CITY AVE,BRIDGE CITY,LA,70094,29.93019,-90.17644,50,1000,1000,,1
S,WILLIAM HART ELEMENTARY SCHOOL,2000003937,CM61-BEAD-LA-331-2003,2001 HANCOCK ST,GRETNA,LA,70053,29.91863,-90.0483,50,1000,1000,,1
H,OCHSNER HOSPITAL FOR ORTHOPEDICS AND SPORTS MEDICINE,2000003957,CM61-BEAD-LA-331-2003,"1221 SOUTH CLEARVIEW PARKWAY, SUITES 100, 200, 300",JEFFERSON,LA,70121,29.96262222,-90.18401726,50,1000,1000,,1
L,SAINT TAMMANY PARISH LIBRARY,1302993113,CM61-BEAD-LA-331-2003,64580 HIGHWAY 41,PEARL RIVER,LA,70452,30.370641708374023,-89.76222229,50,1000,1000,,1
F,OUACHITA PARISH FIRE PROTECTION DISTRICT 1 STATION 4 KING STREET,1310661493,CM61-BEAD-LA-331-2003,514 KING ST,WEST MONROE,LA,71292,32.465553283691406,-92.170784,50,1000,1000,,1
F,SAINT TAMMANY PARISH FIRE DISTRICT 11 STATION 112,1303009078,CM61-BEAD-LA-331-2003,64279 STATE HIGHWAY 3081,PEARL RIVER,LA,70452,30.368667602539062,-89.74761963,50,1000,1000,,1
F,SAINT TAMMANY PARISH FIRE DISTRICT 3 STATION 32,1303013348,CM61-BEAD-LA-331-2003,60373 S MILL RD,LACOMBE,LA,70445,30.311647415161133,-89.91273499,50,1000,1000,,1
F,SAINT TAMMANY FIRE PROTECTION DISTRICT NUMBER 1 STATION 18,1303030203,CM61-BEAD-LA-331-2003,61735 AIRPORT RD,SLIDELL,LA,70460,30.32779884338379,-89.82626343,50,1000,1000,,1
F,SAINT TAMMANY PARISH FIRE DISTRICT 1 STATION 5,1303039435,CM61-BEAD-LA-331-2003,58405 HOLLY DR,SLIDELL,LA,70460,30.276376724243164,-89.84194183,50,1000,1000,,1
S,WASHINGTON MONTESSORI,1317452549,CM61-BEAD-LA-331-2003,606 CLAY ST,KENNER,LA,70062,29.97730827331543,-90.24173737,50,1000,1000,,1
L,QUACHITA PARISH PUBLIC LIBRARY SYSTEM - CPL. J.R. SEARCY MEMORIAL BRANCH,1310712677,CM61-BEAD-LA-331-2003,5775 JONESBORO RD,WEST MONROE,LA,71292,32.41141891479492,-92.20883942,50,1000,1000,,1
F,OUACHITA PARISH FIRE PROTECTION DISTRICT 1 STATION 10 LUNA,1310714599,CM61-BEAD-LA-331-2003,2323 STATE HIGHWAY 557,WEST MONROE,LA,71292,32.37083817,-92.20513153,50,1000,1000,,1
S,PINECREST ELEMENTARY/MIDDLE SCHOOL,1310725634,CM61-BEAD-LA-331-2003,3604 HIGHWAY 557,WEST MONROE,LA,71292,32.346744537353516,-92.22018433,50,1000,1000,,1
F,GOULD VOLUNTEER FIRE COMPANY,1312564851,CM61-BEAD-LA-331-2003,700 GRETNA BOULEVARD,GRETNA,LA,70053,29.897010803222656,-90.0472641,50,1000,1000,,1
S,SHIRLEY JOHNSON/GRETNA PARK ELEMENTARY SCHOOL,1312567340,CM61-BEAD-LA-331-2003,1130 GRETNA BOULEVARD,GRETNA,LA,70053,29.89413833618164,-90.05265045,50,1000,1000,,1
S,UNIVERSITY MONTESSORI SCHOOL,1353999348,CM61-BEAD-LA-331-2003,7508 BURTHE ST,NEW ORLEANS,LA,70118,29.941442489624023,-90.12766266,50,1000,1000,,1
S,SOPHIE B. WRIGHT INSTITUTE OF ACADEMIC EXCELLENCE,1354002378,CM61-BEAD-LA-331-2003,1426 NAPOLEON AVE,NEW ORLEANS,LA,70115,29.925457000732422,-90.10263062,50,1000,1000,,1
F,NEW ORLEANS FIRE DEPARTMENT ENGINE 15 AND LADDER 5,1354005565,CM61-BEAD-LA-331-2003,1211 ARABELLA ST,NEW ORLEANS,LA,70115,29.925308227539062,-90.11677551,50,1000,1000,,1
H,TOURO INFIRMARY,1354034297,CM61-BEAD-LA-331-2003,1401 FOUCHER ST,NEW ORLEANS,LA,70115,29.92561912536621,-90.09226227,50,1000,1000,,1
F,CADDO PARISH FIRE DISTRICT 5 STATION 1,1355552722,CM61-BEAD-LA-331-2003,1675 LEONARD RD,SHREVEPORT,LA,71115,32.374176025390625,-93.67380524,50,1000,1000,,1
F,CADDO PARISH FIRE DISTRICT 4,1355556375,CM61-BEAD-LA-331-2003,8240 COLQUITT RD,KEITHVILLE,LA,71047,32.312171936035156,-93.94303131,50,1000,1000,,1
S,CONGETTA TRIPPE JANET ELEMENTARY SCHOOL,1413588335,CM61-BEAD-LA-331-2003,2500 BENT TREE LANE,MARRERO,LA,70072,29.848901748657227,-90.10106659,50,1000,1000,,1
