type,entity_name,location_id,entity_number,cms_number,frn,project_id,address_primary,city,state,zip_code,latitude,longitude,classification,technology,upload_speed_anticipated,download_speed_anticipated,low_latency
S,EVANGELINE ELEMENTARY SCHOOL,1293157175,,,11894680,CM61-BEAD-LA-2260,1448 OLD EVANGELINE HIGHWAY,EVANGELINE,LA,70537,30.265897750854492,-92.57201385498047,0,50,1000,1000,1
S,FELLOWSHIP ELEMENTARY SCHOOL,1413565533,,,,CM61-BEAD-LA-2260,1650 HIGHWAY 773,TROUT,LA,71371,31.634157180786133,-92.19615936279297,0,50,1000,1000,1
S,"Northshore Technical Community College, Sullivan Campus",1083165278,,,,CM61-BEAD-LA-2260,1700 MACK ST,BOGALUSA,LA,70427,30.75967898,-89.84517328,0,50,1000,1000,1
H,Ochsner Health Center - Tchoupitoulas,1353977164,,19-0036,,CM61-BEAD-LA-2247,"5300 Tchoupitoulas St., Suite C2",New Orleans,LA,70115,29.9160586,-90.1168734,0,50,1000,1000,1
F,WEST BATON ROUGE PARISH SHERIFFS DEPARTMENT,1067122941,,,,CM61-BEAD-LA-2247,850 8TH ST,PORT ALLEN,LA,70767,30.45903778076172,-91.20632934570312,0,50,1000,1000,1
S,WESTDALE MIDDLE SCHOOL,1345674396,,,,CM61-BEAD-LA-2260,5650 CLAYCUT RD,BATON ROUGE,LA,70806,30.440595626831055,-91.13153839111328,0,50,1000,1000,1
S,BATON ROUGE CENTER FOR VISUAL AND PERFORMING ARTS,1345599989,,,,CM61-BEAD-LA-2260,2040 SO ACADIAN THIGHWAY,BATON ROUGE,LA,70808,30.429763793945312,-91.15338134765625,0,50,1000,1000,1
F,ALPINE VOLUNTEER FIRE DEPARTMENT STATION 3,1119615979,,,,CM61-BEAD-LA-2260,3710 RIGOLETTE RD,PINEVILLE,LA,71360,31.381675720214844,-92.47154235839844,0,50,1000,1000,1
F,HAMMOND FIRE DEPARTMENT - CENTRAL STATION,1313893433,,,,CM61-BEAD-LA-2247,405 S OAK ST,HAMMOND,LA,70403,30.500667572021484,-90.46126556396484,0,50,1000,1000,1
S,"Central Louisiana Technical Community College, Huey P. Long Campus",1412495654,,,,CM61-BEAD-LA-2260,NA,UNINCORPORATED,LA,,31.94820784,-92.6553892,0,50,1000,1000,1
F,CAJUN COUNTRY VOLUNTEER FIRE DEPARTMENT,1305830694,,,,CM61-BEAD-LA-2260,3088 OLD TOWN RD,LAKE CHARLES,LA,70615,30.276790618896484,-93.17009735107422,0,50,1000,1000,1
S,REMINGTON COLLEGE-SHREVEPORT CAMPUS,1355504584,,,,CM61-BEAD-LA-2260,2106 BERT KOUNS INDUSTRIAL LOOP,SHREVEPORT,LA,71118,32.4031867980957,-93.79356384277344,0,50,1000,1000,1
F,PLEASANT HILL POLICE DEPARTMENT,1035829679,,,,CM61-BEAD-LA-3913,8336 PEARL ST,PLEASANT HILL,LA,71065,31.818998336791992,-93.51485443115234,0,50,1000,1000,1
S,PICKERING ELEMENTARY SCHOOL,1287845184,,,14661540,CM61-BEAD-LA-2260,116 LEBLEU RD,LEESVILLE,LA,71446,31.039142608642578,-93.2746810913086,0,50,1000,1000,1
S,CHITIMACHA TRIBAL SCHOOL,1109303320,,,,CM61-BEAD-LA-2260,3613 CHITIMACHA TRAIL,JEANERETTE,LA,70544,29.884998321533203,-91.53184509277344,0,50,1000,1000,1
H,Ochsner Health Center - Lockport,1293335042,,,,CM61-BEAD-LA-2260,1015 CRESCENT AVE BLDG 2,LOCKPORT,LA,70374.0,29.63967198,-90.53656732,0,50,1000,1000,1
S,SOUTHERN UNIVERSITY AT NEW ORLEANS,1353978910,,,,CM61-BEAD-LA-3975,6400 PRESS DR,NEW ORLEANS,LA,70126,30.027040481567383,-90.04520416259766,0,40,1000,1000,1
L,CALCASIEU PARISH LIBRARY,1305801541,,,,CM61-BEAD-LA-2260,301 W CLAUDE ST,LAKE CHARLES,LA,70605,30.18650245666504,-93.22364044189453,0,50,1000,1000,1
H,SLIDELL MEMORIAL HOSPITAL,1302974993,,,,CM61-BEAD-LA-3894,1001 GAUSE BOULEVARD,SLIDELL,LA,70458,30.283767700195312,-89.7698745727539,0,71,1000,1000,1
S,DELHI HIGH SCHOOL,1287255248,,,,CM61-BEAD-LA-2331,413 MAIN ST,DELHI,LA,71232,32.46344757080078,-91.49172973632812,0,50,1000,1000,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - SAINT GABRIEL STATION,1287247678,,,,CM61-BEAD-LA-2260,2085 STATE HIGHWAY 30,SAINT GABRIEL,LA,70776,30.27345085144043,-91.1162109375,0,50,1000,1000,1
S,ELM GROVE ELEMENTARY SCHOOL,1315889020,,,,CM61-BEAD-LA-3895,1541 OLD HIGHWAY 71,ELM GROVE,LA,71051,32.35127639770508,-93.55431365966797,0,71,1000,1000,1
S,CEDAR CREEK SCHOOL,1091114142,,,12020541,CM61-BEAD-LA-2260,2400 CEDAR CREEK DR,RUSTON,LA,71270,32.55458068847656,-92.62029266357422,0,50,1000,1000,1
S,THOMAS JEFFERSON HIGH SCHOOL FOR ADVANCED STUDIES,1357712442,,,,CM61-BEAD-LA-2247,17 GRETNA BLVD.,GRETNA,LA,70053,29.91063690185547,-90.04631805419922,0,50,1000,1000,1
P,Housing Authority of the City of Donaldsonville,1031097190,,,,CM61-BEAD-LA-2260,1501 SAINT PATRICK ST,DONALDSONVLLE,LA,70346,30.090837,-90.99347801,0,50,1000,1000,1
F,GOULD VOLUNTEER FIRE COMPANY,1312564851,,,,CM61-BEAD-LA-2247,700 GRETNA BOULEVARD,GRETNA,LA,70053,29.897010803222656,-90.0472640991211,0,50,1000,1000,1
H,Ochsner Health Center for Children - Slidell,1302992458,,19-0036,,CM61-BEAD-LA-3894,2370 GAUSE BLVD E,SLIDELL,LA,70461,30.29016803,-89.72657332,0,71,1000,1000,1
F,RUBY - KOLIN VOLUNTEER FIRE DEPARTMENT STATION 2 - HEADQUARTERS,1119612617,,,,CM61-BEAD-LA-2260,163 PALMER CHAPEL RD,PINEVILLE,LA,71360,31.28277587890625,-92.32711029052734,0,50,1000,1000,1
S,BETHEL CHRISTIAN SCHOOL,1091114782,,,,CM61-BEAD-LA-2260,2901 BETHEL LOOP,RUSTON,LA,71270,32.498111724853516,-92.6417465209961,0,50,1000,1000,1
S,E. K. KEY ELEMENTARY SCHOOL,1305791185,,,,CM61-BEAD-LA-2260,1201 E BURTON ST,SULPHUR,LA,70663,30.24134635925293,-93.36690521240234,0,50,1000,1000,1
H,OCHSNER BAPTIST MEDICAL CENTER,1353988175,,,,CM61-BEAD-LA-3975,2700 NAPOLEON AVE,NEW ORLEANS,LA,70115,29.937528610229492,-90.1042709350586,0,40,1000,1000,1
F,ALPINE VOLUNTEER FIRE DEPARTMENT STATION 2,1119609465,,,,CM61-BEAD-LA-2260,1420 TIOGA RD,PINEVILLE,LA,71360,31.383560180664062,-92.4324951171875,0,50,1000,1000,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 13,1355514508,,,,CM61-BEAD-LA-2260,5915 W 70TH ST,SHREVEPORT,LA,71129,32.44171142578125,-93.85469818115234,0,50,1000,1000,1
S,EUNICE JUNIOR HIGH SCHOOL,1095496031,,,11970233,CM61-BEAD-LA-2260,751 W OAK ST,EUNICE,LA,70535,30.48980712890625,-92.42351531982422,0,50,1000,1000,1
S,YOUNG AUDIENCES CHARTER SCHOOL,1357756485,,,,CM61-BEAD-LA-2247,1407 VIRGIL ST,GRETNA,LA,70053,29.927322387695312,-90.04267120361328,0,50,1000,1000,1
F,WARD 4 - SULPHUR CITY MARSHALS OFFICE,1305818763,,,,CM61-BEAD-LA-2260,802 S HUNTINGTON ST,SULPHUR,LA,70663,30.23169708251953,-93.37699127197266,0,50,1000,1000,1
L,BRANCH KAPLAN LIBRARY,1287658673,,,,CM61-BEAD-LA-2260,815 N CUSHING AVE,KAPLAN,LA,70548,30.00499153137207,-92.28244018554688,0,50,1000,1000,1
S,BUCKEYE HIGH SCHOOL,1413593841,,,,CM61-BEAD-LA-2260,715 HIGHWAY 1207,DEVILLE,LA,71328,31.36743927001953,-92.18524169921875,0,50,1000,1000,1
S,EARLY LEARNING CENTER,1345732718,,,,CM61-BEAD-LA-2260,930 N BLVD,BATON ROUGE,LA,70802,30.44624137878418,-91.18072509765625,0,50,1000,1000,1
F,OUACHITA PARISH FIRE PROTECTION DISTRICT 1 STATION 5 SWARTZ,1310686806,,,,CM61-BEAD-LA-4047,3413 STATE HIGHWAY 594,MONROE,LA,71203,32.57407760620117,-91.98538970947266,0,50,1000,1000,1
S,CHAMBERLIN ELEMENTARY SCHOOL,1067120697,,,12021606,CM61-BEAD-LA-2247,6024 SECTION RD,PORT ALLEN,LA,70767,30.53546142578125,-91.29618835449219,0,50,1000,1000,1
S,LAKE CHARLES CHARTER ACADEMY,1305876646,,,,CM61-BEAD-LA-2260,3160 POWER CENTER PARKWAY,LAKE CHARLES,LA,70607,30.186691284179688,-93.17124938964844,0,50,1000,1000,1
F,SAINT TAMMANY FIRE PROTECTION DISTRICT NUMBER 1 STATION 18,1303030203,,,,CM61-BEAD-LA-2247,61735 AIRPORT RD,SLIDELL,LA,70460,30.32779884338379,-89.82626342773438,0,50,1000,1000,1
S,ST JOSEPH'S ACADEMY,1345607980,,,,CM61-BEAD-LA-2260,2950 KLEINERT AVE,BATON ROUGE,LA,70806,30.43760871887207,-91.15845489501953,0,50,1000,1000,1
S,BELLE PLACE ELEMENTARY SCHOOL,1293220758,,,,CM61-BEAD-LA-2260,411 LEBOURGEOIS RD,NEW IBERIA,LA,70563,30.007009506225586,-91.75516510009766,0,50,1000,1000,1
S,CHOUDRANT ELEMENTARY SCHOOL,1091103931,,,,CM61-BEAD-LA-4047,160 WALKER RD,CHOUDRANT,LA,71227,32.52707290649414,-92.49868774414062,0,50,1000,1000,1
S,RUNNELS SCHOOL,1345629132,,,23473705,CM61-BEAD-LA-2260,17255 S HARRELLS FERRY RD,BATON ROUGE,LA,70816,30.425931930541992,-90.99456024169922,0,50,1000,1000,1
S,BOOKER T. WASHINGTON NEW TECHNOLOGY HIGH SCHOOL,1355436974,,,,CM61-BEAD-LA-2260,2104 MILAM ST,SHREVEPORT,LA,71103,32.50465774536133,-93.7742919921875,0,50,1000,1000,1
S,ST FRANCIS DE SALES CATHEDRAL SCHOOL,1293467007,,,,CM61-BEAD-LA-2260,300 VERRET ST,HOUMA,LA,70360,29.594951629638672,-90.72344970703125,0,50,1000,1000,1
S,G.T. WOODS ELEMENTARY SCHOOL,1357707465,,,,CM61-BEAD-LA-2247,1037 31ST ST,KENNER,LA,70065,30.01049041748047,-90.25410461425781,0,50,1000,1000,1
F,THIBODAUX VOLUNTEER FIRE DEPARTMENT CENTRAL STATION,1293297179,,,,CM61-BEAD-LA-2260,800 PARISH RD,THIBODAUX,LA,70301,29.787172317504883,-90.83525848388672,0,50,1000,1000,1
S,MONTEGUT MIDDLE SCHOOL,1293492832,,,11936507,CM61-BEAD-LA-2260,138 DOLPHIN DR,MONTEGUT,LA,70377,29.481611251831055,-90.54978942871094,0,50,1000,1000,1
S,SACRED HEART CATHOLIC SCHOOL,1051839154,,,,CM61-BEAD-LA-2260,9968 BAYOU DES GLAISES RD,MOREAUVILLE,LA,71355,31.03744888305664,-91.97638702392578,0,50,1000,1000,1
S,COTEAU-BAYOU BLUE ELEMENTARY SCHOOL,1293487741,,,,CM61-BEAD-LA-2260,2550 COTEAU RD,HOUMA,LA,70364,29.65915870666504,-90.74616241455078,0,50,1000,1000,1
F,BOSSIER PARISH FIRE DISTRICT 1 STATION 3,1315868672,,,,CM61-BEAD-LA-4047,9346 STATE HIGHWAY 157,HAUGHTON,LA,71037,32.56437683105469,-93.5145263671875,0,50,1000,1000,1
S,OAK HILL HIGH SCHOOL,1119631439,,,,CM61-BEAD-LA-2260,7362 HIGHWAY 112,ELMER,LA,71424,31.14708137512207,-92.73005676269531,0,50,1000,1000,1
L,PARISH OF JEFFERSON,1315468346,,,,CM61-BEAD-LA-2247,630 W ESPLANADE AVE,KENNER,LA,70065,30.022287368774414,-90.25943756103516,0,50,1000,1000,1
F,LIVINGSTON VOLUNTEER FIRE DEPARTMENT,1061975753,,,,CM61-BEAD-LA-2260,20550 CIRCLE DR,LIVINGSTON,LA,70754,30.50185203552246,-90.74352264404297,0,50,1000,1000,1
F,BEAUREGARD VOLUNTEER FIRE PROTECTION DISTRICT 2 BROADLANDS STATION,1028492270,,,,CM61-BEAD-LA-2260,124 LEE HALL RD,DERIDDER,LA,70634,30.71961212158203,-93.23828887939453,0,50,1000,1000,1
S,STAGE ONE-THE HAIR SCHOOL,1305849248,,,,CM61-BEAD-LA-2260,209 W COLLEGE ST,LAKE CHARLES,LA,70605,30.19597816467285,-93.22160339355469,0,50,1000,1000,1
S,SHERROUSE SCHOOL,1310644157,,,,CM61-BEAD-LA-2260,300 SHERROUSE AVE,MONROE,LA,71203,32.52372741699219,-92.07107543945312,0,50,1000,1000,1
S,CONGETTA TRIPPE JANET ELEMENTARY SCHOOL,1413588335,,,,CM61-BEAD-LA-2247,2500 BENT TREE LANE,MARRERO,LA,70072,29.848901748657227,-90.10106658935547,0,50,1000,1000,1
S,DOYLE ELEMENTARY SCHOOL,1061970961,,,11709771,CM61-BEAD-LA-2260,29285 S RANGE RD,LIVINGSTON,LA,70754,30.492826461791992,-90.75365447998047,0,50,1000,1000,1
F,LAKE CHARLES FIRE DEPARTMENT STATION 3,1305807485,,,,CM61-BEAD-LA-2260,1806 MOELING ST,LAKE CHARLES,LA,70601,30.249292373657227,-93.19448852539062,0,50,1000,1000,1
F,BEAUREGARD PARISH FIRE PROTECTION DISTRICT 1,1028494491,,,,CM61-BEAD-LA-2260,1287 NEWLIN CEMETERY RD,SINGER,LA,70660,30.66012954711914,-93.40900421142578,0,50,1000,1000,1
F,NEW ORLEANS FIRE DEPARTMENT ENGINE 38,1353929979,,,,CM61-BEAD-LA-3975,4940 CLARA ST,NEW ORLEANS,LA,70115,29.93771743774414,-90.10797882080078,0,40,1000,1000,1
S,LIVING SCHOOL,1353925619,,,,CM61-BEAD-LA-3975,6003 BULLARD AVE. SUITE 16,NEW ORLEANS,LA,70128,30.043500900268555,-89.9569320678711,0,40,1000,1000,1
F,HECKER VOLUNTEER FIRE DEPARTMENT,1305862141,,,,CM61-BEAD-LA-2260,3495 HECKER RD,IOWA,LA,70647,30.331369400024414,-93.07019805908203,0,50,1000,1000,1
S,GILLIS ELEMENTARY SCHOOL,1305790099,,,11605813,CM61-BEAD-LA-2260,916 TOPSY RD,LAKE CHARLES,LA,70611,30.30154800415039,-93.21226501464844,0,50,1000,1000,1
L,BRAXTON BRANCH HUNTING CLUB,1068292184,,,,CM61-BEAD-LA-2260,411 S WASHINGTON ST,BASTROP,LA,71220,32.774559020996094,-91.91413116455078,0,50,1000,1000,1
H,Ochsner Health Center - Napoleon,1353992149,,19-0036,,CM61-BEAD-LA-3975,2633 NAPOLEON AVE,NEW ORLEANS,LA,70115,29.93693261,-90.10268493,0,40,1000,1000,1
F,DELHI FIRE DEPARTMENT,1287256822,,,,CM61-BEAD-LA-2331,209 BRDWAY ST,DELHI,LA,71232,32.4552116394043,-91.49253845214844,0,50,1000,1000,1
P,Housing Authority of the City of Slidell,1302975231,,,,CM61-BEAD-LA-3894,1250 MARTIN LUTHER KING JR DR,SLIDELL,LA,70458,30.26553857,-89.77397306,0,71,1000,1000,1
F,SAINT BERNARD PARISH FIRE DISTRICT ENGINE 2,1039102691,,,,CM61-BEAD-LA-2260,7639 W JUDGE PEREZ DR,ARABI,LA,70032,29.95831871032715,-89.99053192138672,0,50,1000,1000,1
S,BATON ROUGE LUTHERAN SCHOOL,1345643802,,,,CM61-BEAD-LA-2260,10925 FLORIDA BLVD,BATON ROUGE,LA,70815,30.45924949645996,-91.06188201904297,0,50,1000,1000,1
S,ARCHBISHOP HANNAN HIGH SCHOOL,1303081389,,,,CM61-BEAD-LA-2260,71324 HIGHWAY 1077,COVINGTON,LA,70433,30.46923065185547,-90.1820068359375,0,50,1000,1000,1
F,EAST BATON ROUGE PARISH EMERGENCY MEDICAL SERVICES 11,1345746278,,,,CM61-BEAD-LA-2260,8140 YMCA PLAZA DR,BATON ROUGE,LA,70810,30.373817443847656,-91.07610321044922,0,50,1000,1000,1
S,LIFE OF CHRIST CHRISTIAN ACADEMY,1353897298,,,,CM61-BEAD-LA-3975,1851 N DORGENOIS ST,NEW ORLEANS,LA,70119,29.982271194458008,-90.06932067871094,0,40,1000,1000,1
S,J. I. WATSON ELEMENTARY SCHOOL,1305786436,,,,CM61-BEAD-LA-2260,201 E FIRST ST,IOWA,LA,70647,30.237401962280273,-93.01094055175781,0,50,1000,1000,1
L,CITY OF BATON ROUGE,1345602838,,,,CM61-BEAD-LA-2260,11300 GREENWELL SPGS,BATON ROUGE,LA,70814,30.49258041381836,-91.05722045898438,0,50,1000,1000,1
F,RUBY - KOLIN VOLUNTEER FIRE DEPARTMENT STATION 1,1388134904,,,,CM61-BEAD-LA-2260,5717 OLD MARKSVILLE HIGHWAY,PINEVILLE,LA,71360,31.251325607299805,-92.28651428222656,0,50,1000,1000,1
S,OAKDALE MIDDLE SCHOOL,1022852422,,,,CM61-BEAD-LA-2260,124 S 13TH ST,OAKDALE,LA,71463,30.814851760864258,-92.6569595336914,0,50,1000,1000,1
L,EUNICE OPELOUSAS PUBLIC LIBRARY,1095526317,,,,CM61-BEAD-LA-2260,212 E GROLEE ST,OPELOUSAS,LA,70570,30.53586769104004,-92.08089447021484,0,50,1000,1000,1
S,HICKS HIGH SCHOOL,1287865104,,,14661540,CM61-BEAD-LA-2260,1296 HICKS SCHOOL RD,LEESVILLE,LA,71446,31.1825008392334,-92.98190307617188,0,50,1000,1000,1
F,OUACHITA PARISH FIRE PROTECTION DISTRICT 1 STATION 10 LUNA,1310714599,,,,CM61-BEAD-LA-2247,2323 STATE HIGHWAY 557,WEST MONROE,LA,71292,32.3708381652832,-92.20513153076172,0,50,1000,1000,1
F,NEW IBERIA FIRE DEPARTMENT STATION 1,1293241954,,,,CM61-BEAD-LA-2260,560 CHARLES ST,NEW IBERIA,LA,70560,30.000051498413086,-91.8124008178711,0,50,1000,1000,1
H,URGENT CARE OF SLIDELL,1303032051,,,,CM61-BEAD-LA-3894,360 GATEWAY DR,SLIDELL,LA,70461,30.288381576538086,-89.7408676147461,0,71,1000,1000,1
F,DUSON VOLUNTEER FIRE DEPARTMENT STATION 2,1304405046,,,,CM61-BEAD-LA-2260,1100 S RICHARDFIELD RD,DUSON,LA,70529,30.22631072998047,-92.17631530761719,0,50,1000,1000,1
S,RIDGE ELEMENTARY SCHOOL,1304410501,,,,CM61-BEAD-LA-2260,2901 S FIELDSPAN RD,DUSON,LA,70529,30.159507751464844,-92.1402587890625,0,50,1000,1000,1
F,SHREVEPORT FIRE DEPARTMENT STATION 5,1355465863,,,,CM61-BEAD-LA-2260,240 E STONER AVE,SHREVEPORT,LA,71101,32.500186920166016,-93.72708892822266,0,50,1000,1000,1
S,"Bossier Parish Community College, Natchitoches Campus",1118342000,,,6040885,CM61-BEAD-LA-2260,6587 Hwy. 1 Bypass,Natchitoche,LA,71457,31.7435714,-93.1093676,0,50,1000,1000,1
F,RUSTON FIRE DEPARTMENT STATION 2,1091117627,,,,CM61-BEAD-LA-2260,1010 W CALIFORNIA AVE,RUSTON,LA,71270,32.52216720581055,-92.65130615234375,0,50,1000,1000,1
S,"VITA (Volunteer Instructors Teaching Adults), Guidry's Catfish",1293262745,,,,CM61-BEAD-LA-2260,1093 HENDERSON HWY,BREAUX BRIDGE,LA,70517,30.31277029,-91.82240691,0,50,1000,1000,1
F,ALLEN PARISH SHERIFFS DEPARTMENT,1022860753,,,,CM61-BEAD-LA-2260,601 COURT ST,OBERLIN,LA,70655,30.625730514526367,-92.78102111816406,0,50,1000,1000,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 5,1355465863,,,,CM61-BEAD-LA-2260,240 E STONER AVE,SHREVEPORT,LA,71101,32.500186920166016,-93.72708892822266,0,50,1000,1000,1
S,UNITECH TRAINING ACADEMY-LAFAYETTE,1304328816,,,,CM61-BEAD-LA-2260,3253 AMBASSADOR CAFFERY,LAFAYETTE,LA,70506,30.182998657226562,-92.07428741455078,0,50,1000,1000,1
H,BETHESDA REHABILITATION HOSPITAL,1345730074,,,,CM61-BEAD-LA-2260,8225 SUMMA AVE.,BATON ROUGE,LA,70809,30.399112701416016,-91.09918212890625,0,50,1000,1000,1
S,HARRY S. TRUMAN MIDDLE SCHOOL,1357737597,,,,CM61-BEAD-LA-2247,5417 EHRET RD,MARRERO,LA,70072,29.860050201416016,-90.10588073730469,0,50,1000,1000,1
L,CITY OF NEW IBERIA,1293238528,,,,CM61-BEAD-LA-2260,1200 FIELD ST,NEW IBERIA,LA,70560,30.015731811523438,-91.83458709716797,0,50,1000,1000,1
F,DESOTO PARISH FIRE DISTRICT 8 STATION 1,1096070202,,,,CM61-BEAD-LA-2260,13011 STATE HIGHWAY 175,MANSFIELD,LA,71052,32.05962371826172,-93.69732666015625,0,50,1000,1000,1
F,MINDEN FIRE DEPARTMENT STATION 2,1144408609,,,,CM61-BEAD-LA-2260,115 N MIDDLE LANDING RD,MINDEN,LA,71055,32.62494659423828,-93.27754974365234,0,50,1000,1000,1
S,"Baton Rouge Community College, Central Campus",1345671344,,,,CM61-BEAD-LA-2260,10700 HOOPER RD,BATON ROUGE,LA,70818,30.54052607,-91.06709547,0,50,1000,1000,1
F,SPRING CREEK VOLUNTEER FIRE DEPARTMENT STATION 3,1119633064,,,,CM61-BEAD-LA-2260,401 AHTUS MELDER RD,FOREST HILL,LA,71430,31.0634765625,-92.5994873046875,0,50,1000,1000,1
F,YOUNGSVILLE FIRE DEPARTMENT,1304314048,,,,CM61-BEAD-LA-2260,300 FOUNTAIN VIEW DR,YOUNGSVILLE,LA,70592,30.103546142578125,-91.99700927734375,0,50,1000,1000,1
F,ROSEHILL VOLUNTEER FIRE DEPARTMENT STATION 2,1067123596,,,,CM61-BEAD-LA-2250,10280 BUECHE RD,BUECHE,LA,70729,30.601516723632812,-91.3319320678711,0,50,1000,1000,1
L,CITY OF BATON ROUGE,1345595968,,,,CM61-BEAD-LA-2260,11260 JOOR RD,BATON ROUGE,LA,70818,30.550636291503906,-91.05180358886719,0,50,1000,1000,1
F,WEST BATON ROUGE FIRE SUB - DISTRICT 6 / ROSEHILL VOLUNTEER FIRE DEPARTMENT STATION 2,1067123596,,,,CM61-BEAD-LA-2250,10280 BUECHE RD,BUECHE,LA,70729,30.601516723632812,-91.3319320678711,0,50,1000,1000,1
F,DEQUINCY POLICE DEPARTMENT,1305825125,,,,CM61-BEAD-LA-2260,101 S PINE ST,DEQUINCY,LA,70633,30.449787139892578,-93.43547821044922,0,50,1000,1000,1
S,PINECREST ELEMENTARY/MIDDLE SCHOOL,1310725634,,,,CM61-BEAD-LA-2247,3604 HIGHWAY 557,WEST MONROE,LA,71292,32.346744537353516,-92.22018432617188,0,50,1000,1000,1
S,WOODLAWN MIDDLE SCHOOL,1345687679,,,,CM61-BEAD-LA-2260,14939 TIGER BEND RD,BATON ROUGE,LA,70817,30.39272689819336,-91.01459503173828,0,50,1000,1000,1
S,IBERIA MIDDLE SCHOOL,1293247952,,,11946308,CM61-BEAD-LA-2260,613 WEEKS ISLAND RD,NEW IBERIA,LA,70560,29.980186462402344,-91.8388900756836,0,50,1000,1000,1
S,IOTA ELEMENTARY SCHOOL,1293160806,,,,CM61-BEAD-LA-2260,470 W KENNEDY ST,IOTA,LA,70543,30.334348678588867,-92.49774169921875,0,50,1000,1000,1
S,PINEVILLE ELEMENTARY SCHOOL,1119617275,,,,CM61-BEAD-LA-2260,835 MAIN ST,PINEVILLE,LA,71360,31.324079513549805,-92.43351745605469,0,50,1000,1000,1
F,BEAUREGARD VOLUNTEER FIRE PROTECTION DISTRICT 3 - SUGARTOWN STATION,1028492735,,,,CM61-BEAD-LA-4128,3141 STATE HIGHWAY 113,SUGARTOWN,LA,70662,30.80375099182129,-93.01432037353516,0,50,1000,1000,1
L,BIENVILLE PARISH LIBRARY SYSTEM - CASTOR BRANCH,1077409243,,,,CM61-BEAD-LA-2221,1955 HIGHWAY 507,CASTOR,LA,71016,32.255489349365234,-93.16404724121094,0,50,1000,1000,1
S,"Louisiana Delta Community College, Jonesboro Campus",1373077011,,,,CM61-BEAD-LA-2260,287 INDUSTRIAL DR BLDG G,JONESBORO,LA,71251,32.21520854,-92.71716248,0,50,1000,1000,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - PORT ALLEN STATION,1067126720,,,,CM61-BEAD-LA-2247,1880 COURT ST,PORT ALLEN,LA,70767,30.45199203491211,-91.22601318359375,0,50,1000,1000,1
S,KNIGHTS ACADEMY & HIGH SCHOOL LLC,1357754058,,,,CM61-BEAD-LA-2247,2059 BONN ST,HARVEY,LA,70058,29.870758056640625,-90.0850830078125,0,50,1000,1000,1
S,CADDO MIDDLE CAREER AND TECHNOLOGY SCHOOL,1413563619,,,,CM61-BEAD-LA-2260,6310 CLIFT ST,SHREVEPORT,LA,71106,32.4482536315918,-93.77035522460938,0,50,1000,1000,1
F,NORTH SABINE VOLUNTEER FIRE PROTECTION DISTRICT,1035849980,,,,CM61-BEAD-LA-2260,919 HAMMOND ST,ZWOLLE,LA,71486,31.632701873779297,-93.64323425292969,0,50,1000,1000,1
F,BOSSIER CITY FIRE DEPARTMENT STATION 1,1315861749,,,,CM61-BEAD-LA-2260,620 BENTON RD,BOSSIER CITY,LA,71111,32.52546691894531,-93.71327209472656,0,50,1000,1000,1
H,TANGIPAHOA PARISH HEALTH UNIT - HAMMOND,1313921797,,,,CM61-BEAD-LA-2247,15481 W CLUB DELUXE RD,HAMMOND,LA,70403,30.47817039489746,-90.4659423828125,0,50,1000,1000,1
S,ARCHBISHOP CHAPELLE HIGH SCHOOL,1388398129,,,,CM61-BEAD-LA-2247,8800 VETERANS MEMORIAL BLVD,METAIRIE,LA,70003,30.003320693969727,-90.22239685058594,0,50,1000,1000,1
S,Livingston Parish School System Livingston Parish Adult Ed.,1061918829,,,,CM61-BEAD-LA-2260,13370 BURGESS AVE,WALKER,LA,70785,30.4889253,-90.86435051,0,50,1000,1000,1
F,BALL VOLUNTEER FIRE DEPARTMENT STATION 1,1413593246,,,,CM61-BEAD-LA-2260,100 MUNICIPAL LANE,BALL,LA,71405,31.407548904418945,-92.40924072265625,0,50,1000,1000,1
H,WEST CARROLL MEMORIAL HOSPITAL,1138359969,,195398,,CM61-BEAD-LA-2305,706 ROSS ST,OAK GROVE,LA,71263,32.86827087402344,-91.38208770751953,0,50,1000,1000,1
S,PARK VISTA ELEMENTARY SCHOOL,1095523965,,,,CM61-BEAD-LA-2260,1000 ABDALLA BLVD.,OPELOUSAS,LA,70570,30.516326904296875,-92.07528686523438,0,50,1000,1000,1
F,DERIDDER FIRE DEPARTMENT - NORTH SIDE STATION,1028496886,,,,CM61-BEAD-LA-2247,1809 N PINE ST,DERIDDER,LA,70634,30.87879753112793,-93.28553009033203,0,50,1000,1000,1
L,PARISH OF MADISON,1287217909,,,,CM61-BEAD-LA-2331,403 N MULBERRY ST,TALLULAH,LA,71282,32.41015625,-91.18470001220703,0,50,1000,1000,1
S,WALKER JUNIOR HIGH,1061985559,,,,CM61-BEAD-LA-2260,13443 BURGESS AVE,WALKER,LA,70785,30.488981246948242,-90.86100006103516,0,50,1000,1000,1
H,"PROMISE HOSPITAL OF BATON ROUGE, INC.",1345741655,,,,CM61-BEAD-LA-2260,"17000 MEDICAL CENTER DR, 3RD FLOOR",BATON ROUGE,LA,70816,30.442771911621094,-90.9999008178711,0,50,1000,1000,1
